Unnamed: 0.1,Unnamed: 0,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD_SCENARIO,transaction_type,Merged Fraud,Month
644293,644293,644293,2023-03-09 07:07:48,2173,4392,201.9,5814468,67,Legitimate Transaction,0,Legitimate Transaction,3
186126,186126,186126,2023-01-20 10:59:33,2071,3707,1.7,1681173,19,Legitimate Transaction,0,Legitimate Transaction,1
82986,82986,82986,2023-01-09 14:30:08,270,7035,78.06,743408,8,Legitimate Transaction,0,Legitimate Transaction,1
683386,683386,683386,2023-03-13 08:32:49,2414,5224,238.41,6165169,71,Legitimate Transaction,0,Legitimate Transaction,3
53726,53726,53726,2023-01-06 13:22:35,2984,7506,1069.49,480155,5,Fraudulent Transaction Internet,1,Fraudulent Transaction,1
1305661,1305661,1305661,2023-05-17 07:23:36,455,9360,210.38,11777016,136,Legitimate Transaction,0,Legitimate Transaction,5
493994,493994,493994,2023-02-21 11:00:08,40,9329,1100.7,4446008,51,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
40305,40305,40305,2023-01-05 07:23:44,3507,4220,485.22,372224,4,Legitimate Transaction,0,Legitimate Transaction,1
1683411,1683411,1683411,2023-06-25 13:08:02,4221,4306,49.55,15167282,175,Legitimate Transaction,0,Legitimate Transaction,6
67891,67891,67891,2023-01-08 05:17:07,36,7172,94.2,623827,7,Legitimate Transaction,0,Legitimate Transaction,1
658842,658842,658842,2023-03-10 14:40:52,3248,9002,54.68,5928052,68,Legitimate Transaction,0,Legitimate Transaction,3
877423,877423,877423,2023-04-02 11:41:43,4458,5257,441.82,7904503,91,Legitimate Transaction,0,Legitimate Transaction,4
932558,932558,932558,2023-04-08 07:13:15,3267,6538,801.94,8406795,97,Legitimate Transaction,0,Legitimate Transaction,4
550550,550550,550550,2023-02-27 09:56:17,1371,6779,1424.6,4960577,57,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
114025,114025,114025,2023-01-12 18:49:35,3037,872,665.56,1018175,11,Legitimate Transaction,0,Legitimate Transaction,1
191653,191653,191653,2023-01-21 00:38:32,1882,758,438.91,1730312,20,Legitimate Transaction,0,Legitimate Transaction,1
1667601,1667601,1667601,2023-06-23 20:41:27,537,7817,925.45,15021687,173,Legitimate Transaction,0,Legitimate Transaction,6
985929,985929,985929,2023-04-13 16:17:57,255,4993,1119.3,8871477,102,Fraudulent Transaction Internet,1,Fraudulent Transaction,4
494889,494889,494889,2023-02-21 12:17:53,1770,6247,220.75,4450673,51,Legitimate Transaction,0,Legitimate Transaction,2
628980,628980,628980,2023-03-07 13:09:29,3083,7147,286.99,5663369,65,Legitimate Transaction,0,Legitimate Transaction,3
1635647,1635647,1635647,2023-06-20 13:58:33,3155,7248,1037.24,14738313,170,Fraudulent Transaction Internet,1,Fraudulent Transaction,6
315513,315513,315513,2023-02-02 17:38:54,3314,6473,598.68,2828334,32,Legitimate Transaction,0,Legitimate Transaction,2
185975,185975,185975,2023-01-20 10:46:59,1061,9233,429.94,1680419,19,Legitimate Transaction,0,Legitimate Transaction,1
1346012,1346012,1346012,2023-05-21 11:01:16,4443,3170,352.65,12135676,140,Legitimate Transaction,0,Legitimate Transaction,5
200127,200127,200127,2023-01-21 18:12:17,3795,7657,1247.6,1793537,20,Fraudulent Transaction Internet,1,Fraudulent Transaction,1
648835,648835,648835,2023-03-09 14:06:14,2801,4200,208.09,5839574,67,Legitimate Transaction,0,Legitimate Transaction,3
551133,551133,551133,2023-02-27 10:48:57,4359,3776,51.38,4963737,57,Legitimate Transaction,0,Legitimate Transaction,2
292051,292051,292051,2023-01-31 10:57:47,4947,6256,374.51,2631467,30,Legitimate Transaction,0,Legitimate Transaction,1
1672161,1672161,1672161,2023-06-24 10:53:39,4179,8153,229.96,15072819,174,Legitimate Transaction,0,Legitimate Transaction,6
948749,948749,948749,2023-04-09 18:39:29,1727,101,1226.75,8534369,98,Fraudulent Transaction Internet,1,Fraudulent Transaction,4
1021041,1021041,1021041,2023-04-17 11:37:18,3387,442,249.24,9200238,106,Legitimate Transaction,0,Legitimate Transaction,4
991948,991948,991948,2023-04-14 10:51:33,313,6190,804.46,8938293,103,Legitimate Transaction,0,Legitimate Transaction,4
1507373,1507373,1507373,2023-06-07 08:58:29,4701,6140,595.62,13597109,157,Legitimate Transaction,0,Legitimate Transaction,6
1518703,1518703,1518703,2023-06-08 11:42:04,1648,102,14.0,13693324,158,Legitimate Transaction,0,Legitimate Transaction,6
307942,307942,307942,2023-02-02 04:37:39,4641,8401,793.81,2781459,32,Legitimate Transaction,0,Legitimate Transaction,2
610555,610555,610555,2023-03-05 14:10:03,999,1292,1031.43,5494203,63,Fraudulent Transaction Internet,1,Fraudulent Transaction,3
1133184,1133184,1133184,2023-04-29 07:23:14,1126,9907,365.49,10221794,118,Legitimate Transaction,0,Legitimate Transaction,4
110283,110283,110283,2023-01-12 12:07:06,4309,8067,6.93,994026,11,Legitimate Transaction,0,Legitimate Transaction,1
340371,340371,340371,2023-02-05 11:28:01,3838,708,1465.52,3065281,35,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
1425028,1425028,1425028,2023-05-29 14:02:21,554,4441,267.33,12837741,148,Legitimate Transaction,0,Legitimate Transaction,5
668106,668106,668106,2023-03-11 14:09:22,4043,1323,40.07,6012562,69,Legitimate Transaction,0,Legitimate Transaction,3
942805,942805,942805,2023-04-09 08:39:05,2322,4299,99.16,8498345,98,Legitimate Transaction,0,Legitimate Transaction,4
939212,939212,939212,2023-04-08 18:18:40,4684,4216,243.27,8446720,97,Legitimate Transaction,0,Legitimate Transaction,4
557040,557040,557040,2023-02-28 02:31:09,3693,2848,715.13,5020269,58,Legitimate Transaction,0,Legitimate Transaction,2
1489290,1489290,1489290,2023-06-05 10:41:14,2818,4496,248.52,13430474,155,Legitimate Transaction,0,Legitimate Transaction,6
883613,883613,883613,2023-04-03 05:44:46,1941,9544,564.29,7969486,92,Legitimate Transaction,0,Legitimate Transaction,4
174433,174433,174433,2023-01-19 07:30:07,888,4374,244.21,1582207,18,Legitimate Transaction,0,Legitimate Transaction,1
466182,466182,466182,2023-02-18 12:45:03,1630,3435,243.33,4193103,48,Legitimate Transaction,0,Legitimate Transaction,2
437146,437146,437146,2023-02-15 12:45:28,3211,6046,278.54,3933928,45,Legitimate Transaction,0,Legitimate Transaction,2
527626,527626,527626,2023-02-24 22:25:14,2631,7887,240.01,4746314,54,Legitimate Transaction,0,Legitimate Transaction,2
626816,626816,626816,2023-03-07 10:02:05,732,8352,282.47,5652125,65,Legitimate Transaction,0,Legitimate Transaction,3
88179,88179,88179,2023-01-10 07:46:05,2684,203,136.55,805565,9,Legitimate Transaction,0,Legitimate Transaction,1
921521,921521,921521,2023-04-07 03:06:21,3731,6346,213.68,8305581,96,Legitimate Transaction,0,Legitimate Transaction,4
99136,99136,99136,2023-01-11 09:49:40,379,7486,287.66,899380,10,Legitimate Transaction,0,Legitimate Transaction,1
425652,425652,425652,2023-02-14 09:50:26,298,7167,584.34,3837026,44,Legitimate Transaction,0,Legitimate Transaction,2
813009,813009,813009,2023-03-26 16:13:40,3629,3422,1018.46,7316020,84,Fraudulent Transaction Internet,1,Fraudulent Transaction,3
820702,820702,820702,2023-03-27 13:09:11,1857,9039,382.83,7391351,85,Legitimate Transaction,0,Legitimate Transaction,3
1735823,1735823,1735823,2023-07-01 04:39:10,551,737,251.64,15655150,181,Legitimate Transaction,0,Legitimate Transaction,7
1433015,1433015,1433015,2023-05-30 11:48:21,4335,5190,527.95,12916101,149,Legitimate Transaction,0,Legitimate Transaction,5
1610548,1610548,1610548,2023-06-18 02:55:43,3683,7232,366.64,14525743,168,Legitimate Transaction,0,Legitimate Transaction,6
1126316,1126316,1126316,2023-04-28 11:40:29,1631,5268,955.38,10150829,117,Legitimate Transaction,0,Legitimate Transaction,4
1681187,1681187,1681187,2023-06-25 09:56:26,2929,7901,819.37,15155786,175,Legitimate Transaction,0,Legitimate Transaction,6
437593,437593,437593,2023-02-15 13:22:05,947,4705,1029.18,3936125,45,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
495759,495759,495759,2023-02-21 13:37:15,4613,4971,289.66,4455435,51,Legitimate Transaction,0,Legitimate Transaction,2
1736195,1736195,1736195,2023-07-01 05:45:26,675,9867,1257.03,15659126,181,Fraudulent Transaction Internet,1,Fraudulent Transaction,7
646668,646668,646668,2023-03-09 10:59:54,1087,2035,42.14,5828394,67,Legitimate Transaction,0,Legitimate Transaction,3
1027114,1027114,1027114,2023-04-18 05:35:54,3313,9512,474.66,9264954,107,Legitimate Transaction,0,Legitimate Transaction,4
963672,963672,963672,2023-04-11 11:33:53,2411,7854,359.43,8681633,100,Legitimate Transaction,0,Legitimate Transaction,4
1098925,1098925,1098925,2023-04-25 13:39:43,120,7643,94.17,9898783,114,Legitimate Transaction,0,Legitimate Transaction,4
1612413,1612413,1612413,2023-06-18 08:03:25,3842,7059,295.9,14544205,168,Legitimate Transaction,0,Legitimate Transaction,6
425512,425512,425512,2023-02-14 09:38:14,4037,6134,89.39,3836294,44,Legitimate Transaction,0,Legitimate Transaction,2
217929,217929,217929,2023-01-23 14:57:35,4580,5609,58.41,1954655,22,Legitimate Transaction,0,Legitimate Transaction,1
1116559,1116559,1116559,2023-04-27 11:30:21,2077,9219,12.04,10063821,116,Legitimate Transaction,0,Legitimate Transaction,4
300014,300014,300014,2023-02-01 08:18:24,4012,4727,430.97,2708304,31,Legitimate Transaction,0,Legitimate Transaction,2
1515356,1515356,1515356,2023-06-08 06:02:32,2404,6524,205.58,13672952,158,Legitimate Transaction,0,Legitimate Transaction,6
635538,635538,635538,2023-03-08 08:39:08,1674,4090,30.77,5733548,66,Legitimate Transaction,0,Legitimate Transaction,3
970739,970739,970739,2023-04-12 07:38:40,2883,8197,105.8,8753920,101,Legitimate Transaction,0,Legitimate Transaction,4
934732,934732,934732,2023-04-08 10:49:43,1029,4486,1168.49,8419783,97,Fraudulent Transaction Internet,1,Fraudulent Transaction,4
613318,613318,613318,2023-03-05 20:01:48,4245,4911,463.67,5515308,63,Legitimate Transaction,0,Legitimate Transaction,3
850493,850493,850493,2023-03-30 14:44:07,2629,4008,12.86,7656247,88,Legitimate Transaction,0,Legitimate Transaction,3
35896,35896,35896,2023-01-04 15:26:34,4730,4646,97.04,314794,3,Legitimate Transaction,0,Legitimate Transaction,1
855458,855458,855458,2023-03-31 07:42:47,3097,5095,191.73,7717367,89,Legitimate Transaction,0,Legitimate Transaction,3
318106,318106,318106,2023-02-03 05:50:32,205,2949,605.13,2872232,33,Legitimate Transaction,0,Legitimate Transaction,2
696907,696907,696907,2023-03-14 14:17:03,1533,4148,823.49,6272223,72,Legitimate Transaction,0,Legitimate Transaction,3
1322453,1322453,1322453,2023-05-18 20:38:16,1347,750,1279.07,11911096,137,Fraudulent Transaction Internet,1,Fraudulent Transaction,5
1696830,1696830,1696830,2023-06-26 23:34:52,1288,8347,177.76,15291292,176,Legitimate Transaction,0,Legitimate Transaction,6
794675,794675,794675,2023-03-24 18:01:16,3345,7918,28.22,7149676,82,Legitimate Transaction,0,Legitimate Transaction,3
667808,667808,667808,2023-03-11 13:43:28,3177,7949,1288.92,6011008,69,Fraudulent Transaction Internet,1,Fraudulent Transaction,3
906722,906722,906722,2023-04-05 12:12:21,3019,1796,1148.78,8165541,94,Fraudulent Transaction Internet,1,Fraudulent Transaction,4
1478412,1478412,1478412,2023-06-04 08:44:43,4919,4233,8.99,13337083,154,Legitimate Transaction,0,Legitimate Transaction,6
76445,76445,76445,2023-01-09 00:03:23,2075,672,672.89,691403,8,Legitimate Transaction,0,Legitimate Transaction,1
1135016,1135016,1135016,2023-04-29 10:33:15,3520,3204,132.51,10233195,118,Legitimate Transaction,0,Legitimate Transaction,4
1267762,1267762,1267762,2023-05-13 08:01:01,2651,3714,286.58,11433661,132,Legitimate Transaction,0,Legitimate Transaction,5
177929,177929,177929,2023-01-19 12:54:46,239,6754,648.86,1601686,18,Legitimate Transaction,0,Legitimate Transaction,1
470444,470444,470444,2023-02-18 23:25:23,3158,1849,573.56,4231523,48,Legitimate Transaction,0,Legitimate Transaction,2
280611,280611,280611,2023-01-30 08:05:59,967,9614,640.0,2534759,29,Legitimate Transaction,0,Legitimate Transaction,1
774112,774112,774112,2023-03-22 14:51:03,1298,9699,716.42,6965463,80,Legitimate Transaction,0,Legitimate Transaction,3
416192,416192,416192,2023-02-13 10:07:34,3389,6230,802.39,3751654,43,Legitimate Transaction,0,Legitimate Transaction,2
762496,762496,762496,2023-03-21 11:56:46,3783,4701,25.45,6868606,79,Legitimate Transaction,0,Legitimate Transaction,3
938220,938220,938220,2023-04-08 16:08:56,3297,8488,19.71,8438936,97,Legitimate Transaction,0,Legitimate Transaction,4
1726886,1726886,1726886,2023-06-30 06:22:53,854,4089,509.78,15574973,180,Legitimate Transaction,0,Legitimate Transaction,6
437287,437287,437287,2023-02-15 12:57:39,3795,2598,953.37,3934659,45,Legitimate Transaction,0,Legitimate Transaction,2
589201,589201,589201,2023-03-03 10:56:37,1050,2625,182.06,5309797,61,Legitimate Transaction,0,Legitimate Transaction,3
687115,687115,687115,2023-03-13 14:04:10,1035,3453,11.81,6185050,71,Legitimate Transaction,0,Legitimate Transaction,3
752914,752914,752914,2023-03-20 12:03:56,435,3797,319.07,6782636,78,Legitimate Transaction,0,Legitimate Transaction,3
927619,927619,927619,2023-04-07 14:27:28,471,3525,178.0,8346448,96,Legitimate Transaction,0,Legitimate Transaction,4
965521,965521,965521,2023-04-11 14:13:30,255,3740,303.07,8691210,100,Legitimate Transaction,0,Legitimate Transaction,4
926268,926268,926268,2023-04-07 12:22:40,3223,8782,683.6,8338960,96,Legitimate Transaction,0,Legitimate Transaction,4
1522964,1522964,1522964,2023-06-08 19:19:55,2242,3383,313.82,13720795,158,Legitimate Transaction,0,Legitimate Transaction,6
1621393,1621393,1621393,2023-06-19 06:39:28,3399,7928,38.82,14625568,169,Legitimate Transaction,0,Legitimate Transaction,6
360575,360575,360575,2023-02-07 12:48:38,4229,738,543.48,3242918,37,Legitimate Transaction,0,Legitimate Transaction,2
102985,102985,102985,2023-01-11 15:26:49,2560,5729,436.75,919609,10,Legitimate Transaction,0,Legitimate Transaction,1
1091973,1091973,1091973,2023-04-24 18:35:09,1432,4195,660.53,9830109,113,Fraudulent Transaction DAB,1,Fraudulent Transaction,4
1600772,1600772,1600772,2023-06-17 01:16:07,339,606,139.22,14433367,167,Legitimate Transaction,0,Legitimate Transaction,6
680129,680129,680129,2023-03-12 19:12:16,3663,5897,1179.63,6117136,70,Fraudulent Transaction Internet,1,Fraudulent Transaction,3
1361674,1361674,1361674,2023-05-23 03:26:42,258,4059,867.61,12281202,142,Legitimate Transaction,0,Legitimate Transaction,5
1120828,1120828,1120828,2023-04-27 18:49:10,2802,1896,470.39,10090150,116,Legitimate Transaction,0,Legitimate Transaction,4
1248725,1248725,1248725,2023-05-11 08:10:58,3255,7712,20.51,11261458,130,Legitimate Transaction,0,Legitimate Transaction,5
342317,342317,342317,2023-02-05 14:13:35,4014,7922,38.78,3075215,35,Legitimate Transaction,0,Legitimate Transaction,2
1609897,1609897,1609897,2023-06-17 21:07:35,4394,284,590.31,14504855,167,Legitimate Transaction,0,Legitimate Transaction,6
183008,183008,183008,2023-01-20 05:22:09,2484,9315,273.39,1660929,19,Legitimate Transaction,0,Legitimate Transaction,1
188006,188006,188006,2023-01-20 13:44:35,4888,9663,142.99,1691075,19,Legitimate Transaction,0,Legitimate Transaction,1
806991,806991,806991,2023-03-26 06:28:32,2243,9976,232.89,7280912,84,Legitimate Transaction,0,Legitimate Transaction,3
1335808,1335808,1335808,2023-05-20 10:05:24,2382,3752,512.26,12045924,139,Legitimate Transaction,0,Legitimate Transaction,5
512325,512325,512325,2023-02-23 10:24:57,349,4455,153.55,4616697,53,Legitimate Transaction,0,Legitimate Transaction,2
165827,165827,165827,2023-01-18 09:14:35,872,7335,48.74,1502075,17,Legitimate Transaction,0,Legitimate Transaction,1
76211,76211,76211,2023-01-08 21:49:14,3624,1604,220.59,683354,7,Legitimate Transaction,0,Legitimate Transaction,1
341899,341899,341899,2023-02-05 13:37:29,2479,4810,1951.46,3073049,35,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
966628,966628,966628,2023-04-11 16:02:39,650,4807,770.65,8697759,100,Legitimate Transaction,0,Legitimate Transaction,4
5784,5784,5784,2023-01-01 13:31:12,1548,7651,1908.4,48672,0,Fraudulent Transaction Internet,1,Fraudulent Transaction,1
811230,811230,811230,2023-03-26 13:23:55,1666,4171,30.35,7305835,84,Legitimate Transaction,0,Legitimate Transaction,3
1679277,1679277,1679277,2023-06-25 06:38:31,1270,931,620.91,15143911,175,Legitimate Transaction,0,Legitimate Transaction,6
1317424,1317424,1317424,2023-05-18 10:56:27,2294,5545,804.11,11876187,137,Legitimate Transaction,0,Legitimate Transaction,5
616597,616597,616597,2023-03-06 08:54:51,1698,2046,48.5,5561691,64,Legitimate Transaction,0,Legitimate Transaction,3
299516,299516,299516,2023-02-01 07:24:47,3167,7864,755.56,2705087,31,Legitimate Transaction,0,Legitimate Transaction,2
1204199,1204199,1204199,2023-05-06 13:15:08,2998,4958,1349.11,10847708,125,Fraudulent Transaction Internet,1,Fraudulent Transaction,5
190444,190444,190444,2023-01-20 18:10:42,3469,6242,343.07,1707042,19,Legitimate Transaction,0,Legitimate Transaction,1
1299178,1299178,1299178,2023-05-16 12:19:19,2765,4614,421.23,11708359,135,Legitimate Transaction,0,Legitimate Transaction,5
1286821,1286821,1286821,2023-05-15 07:57:36,3269,2939,757.24,11606256,134,Legitimate Transaction,0,Legitimate Transaction,5
1181947,1181947,1181947,2023-05-04 08:55:45,1985,1739,50.21,10659345,123,Legitimate Transaction,0,Legitimate Transaction,5
1125825,1125825,1125825,2023-04-28 11:00:22,4735,3089,270.67,10148422,117,Legitimate Transaction,0,Legitimate Transaction,4
1270340,1270340,1270340,2023-05-13 11:59:52,2999,9124,273.76,11447992,132,Legitimate Transaction,0,Legitimate Transaction,5
1142146,1142146,1142146,2023-04-30 06:20:29,4870,5574,960.41,10304429,119,Legitimate Transaction,0,Legitimate Transaction,4
1002346,1002346,1002346,2023-04-15 12:09:40,3644,9136,83.75,9029380,104,Legitimate Transaction,0,Legitimate Transaction,4
940960,940960,940960,2023-04-09 04:23:54,2149,3813,86.08,8483034,98,Legitimate Transaction,0,Legitimate Transaction,4
616701,616701,616701,2023-03-06 09:06:06,3993,525,38.22,5562366,64,Legitimate Transaction,0,Legitimate Transaction,3
1142026,1142026,1142026,2023-04-30 06:03:15,585,8573,741.79,10303395,119,Legitimate Transaction,0,Legitimate Transaction,4
1201230,1201230,1201230,2023-05-06 09:04:28,2791,3557,243.22,10832668,125,Legitimate Transaction,0,Legitimate Transaction,5
1614629,1614629,1614629,2023-06-18 11:28:23,2931,1384,72.05,14556503,168,Legitimate Transaction,0,Legitimate Transaction,6
453863,453863,453863,2023-02-17 08:44:13,254,9364,558.75,4092253,47,Legitimate Transaction,0,Legitimate Transaction,2
734307,734307,734307,2023-03-18 12:56:13,270,7295,136.47,6612973,76,Legitimate Transaction,0,Legitimate Transaction,3
1692095,1692095,1692095,2023-06-26 11:53:23,799,1010,774.59,15249203,176,Legitimate Transaction,0,Legitimate Transaction,6
883239,883239,883239,2023-04-03 04:40:34,849,9119,1371.87,7965634,92,Fraudulent Transaction Internet,1,Fraudulent Transaction,4
425724,425724,425724,2023-02-14 09:57:32,565,5433,1044.49,3837452,44,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
1254236,1254236,1254236,2023-05-11 16:34:32,4664,8689,581.58,11291672,130,Legitimate Transaction,0,Legitimate Transaction,5
1534813,1534813,1534813,2023-06-10 06:44:09,4444,1860,210.76,13848249,160,Legitimate Transaction,0,Legitimate Transaction,6
783735,783735,783735,2023-03-23 15:05:53,1751,5124,345.31,7052753,81,Legitimate Transaction,0,Legitimate Transaction,3
258515,258515,258515,2023-01-27 20:09:37,4613,4041,398.64,2318977,26,Legitimate Transaction,0,Legitimate Transaction,1
1719590,1719590,1719590,2023-06-29 10:23:54,3529,6368,151.42,15503034,179,Legitimate Transaction,0,Legitimate Transaction,6
711288,711288,711288,2023-03-16 06:50:25,1072,4941,942.96,6418225,74,Fraudulent Transaction DAB,1,Fraudulent Transaction,3
1561981,1561981,1561981,2023-06-12 20:46:48,2850,4650,339.93,14071608,162,Legitimate Transaction,0,Legitimate Transaction,6
603296,603296,603296,2023-03-04 18:33:07,3480,3760,1095.76,5423587,62,Fraudulent Transaction Internet,1,Fraudulent Transaction,3
1184227,1184227,1184227,2023-05-04 12:11:13,1761,7145,252.11,10671073,123,Legitimate Transaction,0,Legitimate Transaction,5
1141769,1141769,1141769,2023-04-30 05:20:04,4638,7836,63.34,10300804,119,Legitimate Transaction,0,Legitimate Transaction,4
165633,165633,165633,2023-01-18 08:57:05,3267,892,912.93,1501025,17,Legitimate Transaction,0,Legitimate Transaction,1
423800,423800,423800,2023-02-14 06:29:02,1830,6358,504.72,3824942,44,Legitimate Transaction,0,Legitimate Transaction,2
1584591,1584591,1584591,2023-06-15 09:19:10,872,1243,393.65,14289550,165,Legitimate Transaction,0,Legitimate Transaction,6
291108,291108,291108,2023-01-31 09:31:24,406,8949,1287.62,2626284,30,Fraudulent Transaction Internet,1,Fraudulent Transaction,1
397855,397855,397855,2023-02-11 11:15:11,4092,8385,16304.25,3582911,41,Fraudulent Transaction retailer,1,Fraudulent Transaction,2
564130,564130,564130,2023-02-28 15:52:18,719,477,1032.55,5068338,58,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
391489,391489,391489,2023-02-10 16:01:37,4896,2294,53.64,3513697,40,Legitimate Transaction,0,Legitimate Transaction,2
438073,438073,438073,2023-02-15 14:01:38,379,6610,88.47,3938498,45,Legitimate Transaction,0,Legitimate Transaction,2
1619768,1619768,1619768,2023-06-18 23:09:06,4311,926,591.46,14598546,168,Legitimate Transaction,0,Legitimate Transaction,6
1660512,1660512,1660512,2023-06-23 07:54:54,1905,101,452.27,14975694,173,Legitimate Transaction,0,Legitimate Transaction,6
370728,370728,370728,2023-02-08 13:42:53,2123,4194,119.71,3332573,38,Legitimate Transaction,0,Legitimate Transaction,2
507061,507061,507061,2023-02-22 16:56:15,4919,4892,12.68,4553775,52,Legitimate Transaction,0,Legitimate Transaction,2
789909,789909,789909,2023-03-24 10:21:10,1391,5649,88.96,7122070,82,Legitimate Transaction,0,Legitimate Transaction,3
1273272,1273272,1273272,2023-05-13 16:45:20,1864,7075,258.22,11465120,132,Legitimate Transaction,0,Legitimate Transaction,5
1360938,1360938,1360938,2023-05-22 21:22:47,4115,5051,29.75,12259367,141,Legitimate Transaction,0,Legitimate Transaction,5
296152,296152,296152,2023-01-31 17:24:04,4919,1516,16.88,2654644,30,Legitimate Transaction,0,Legitimate Transaction,1
945336,945336,945336,2023-04-09 12:30:26,951,5933,45.65,8512226,98,Legitimate Transaction,0,Legitimate Transaction,4
1364586,1364586,1364586,2023-05-23 09:49:14,4307,5973,1017.39,12304154,142,Fraudulent Transaction Internet,1,Fraudulent Transaction,5
1061923,1061923,1061923,2023-04-21 15:30:48,1242,2261,949.93,9559848,110,Legitimate Transaction,0,Legitimate Transaction,4
875629,875629,875629,2023-04-02 09:04:21,1696,1592,811.42,7895061,91,Legitimate Transaction,0,Legitimate Transaction,4
1686053,1686053,1686053,2023-06-25 17:39:08,2503,5008,960.07,15183548,175,Legitimate Transaction,0,Legitimate Transaction,6
1620254,1620254,1620254,2023-06-19 03:13:46,4308,8668,1553.43,14613226,169,Fraudulent Transaction Internet,1,Fraudulent Transaction,6
1557476,1557476,1557476,2023-06-12 11:53:37,865,9630,359.98,14039617,162,Legitimate Transaction,0,Legitimate Transaction,6
1705118,1705118,1705118,2023-06-27 17:54:52,4081,9261,90.81,15357292,177,Legitimate Transaction,0,Legitimate Transaction,6
1107377,1107377,1107377,2023-04-26 12:13:09,934,5251,313.53,9979989,115,Legitimate Transaction,0,Legitimate Transaction,4
715756,715756,715756,2023-03-16 13:42:29,1655,9242,483.0,6442949,74,Legitimate Transaction,0,Legitimate Transaction,3
138605,138605,138605,2023-01-15 11:22:36,4922,3922,679.08,1250556,14,Legitimate Transaction,0,Legitimate Transaction,1
1168982,1168982,1168982,2023-05-02 19:20:49,4314,9543,781.03,10524049,121,Legitimate Transaction,0,Legitimate Transaction,5
85232,85232,85232,2023-01-09 18:51:45,3459,6661,662.2,759105,8,Legitimate Transaction,0,Legitimate Transaction,1
798804,798804,798804,2023-03-25 09:11:37,1667,4009,163.88,7204297,83,Legitimate Transaction,0,Legitimate Transaction,3
408108,408108,408108,2023-02-12 12:19:48,994,2909,182.77,3673188,42,Legitimate Transaction,0,Legitimate Transaction,2
1397751,1397751,1397751,2023-05-26 16:43:12,1165,8069,884.97,12588192,145,Legitimate Transaction,0,Legitimate Transaction,5
450087,450087,450087,2023-02-16 18:13:15,1835,5393,1011.9,4039995,46,Fraudulent Transaction Internet,1,Fraudulent Transaction,2
658558,658558,658558,2023-03-10 14:14:48,4680,9558,286.42,5926488,68,Legitimate Transaction,0,Legitimate Transaction,3
182680,182680,182680,2023-01-20 04:19:06,568,1261,229.79,1657146,19,Legitimate Transaction,0,Legitimate Transaction,1
138686,138686,138686,2023-01-15 11:30:06,4376,8450,492.89,1251006,14,Legitimate Transaction,0,Legitimate Transaction,1
1155874,1155874,1155874,2023-05-01 13:01:34,562,5,1376.19,10414894,120,Fraudulent Transaction Internet,1,Fraudulent Transaction,5
1474090,1474090,1474090,2023-06-03 17:05:47,787,1805,353.9,13280747,153,Legitimate Transaction,0,Legitimate Transaction,6
1651757,1651757,1651757,2023-06-22 09:23:14,2169,3161,252.91,14894594,172,Legitimate Transaction,0,Legitimate Transaction,6
1173595,1173595,1173595,2023-05-03 10:43:31,685,4833,1099.3,10579411,122,Fraudulent Transaction Internet,1,Fraudulent Transaction,5
1191019,1191019,1191019,2023-05-05 07:48:33,4757,8074,132.55,10741713,124,Legitimate Transaction,0,Legitimate Transaction,5
1235033,1235033,1235033,2023-05-09 17:03:36,1176,1678,680.1,11120616,128,Legitimate Transaction,0,Legitimate Transaction,5
1552256,1552256,1552256,2023-06-11 20:42:01,3188,7453,480.12,13984921,161,Legitimate Transaction,0,Legitimate Transaction,6
789302,789302,789302,2023-03-24 09:23:28,4233,4706,162.91,7118608,82,Legitimate Transaction,0,Legitimate Transaction,3
186911,186911,186911,2023-01-20 12:07:50,1765,6977,692.81,1685270,19,Legitimate Transaction,0,Legitimate Transaction,1
1730145,1730145,1730145,2023-06-30 11:48:54,531,3806,418.34,15594534,180,Legitimate Transaction,0,Legitimate Transaction,6
68835,68835,68835,2023-01-08 07:34:30,795,7643,260.46,632070,7,Legitimate Transaction,0,Legitimate Transaction,1
1318012,1318012,1318012,2023-05-18 11:47:16,114,2538,610.18,11879236,137,Legitimate Transaction,0,Legitimate Transaction,5
544644,544644,544644,2023-02-26 15:21:48,4941,7593,929.26,4893708,56,Legitimate Transaction,0,Legitimate Transaction,2
790984,790984,790984,2023-03-24 11:55:26,4307,5467,714.86,7127726,82,Legitimate Transaction,0,Legitimate Transaction,3
321282,321282,321282,2023-02-03 11:24:39,1690,8594,623.89,2892279,33,Legitimate Transaction,0,Legitimate Transaction,2
455487,455487,455487,2023-02-17 11:13:47,2055,3274,367.63,4101227,47,Legitimate Transaction,0,Legitimate Transaction,2
851638,851638,851638,2023-03-30 16:42:17,890,5197,852.45,7663337,88,Legitimate Transaction,0,Legitimate Transaction,3
